id,title,description,url
3396,Minimum Number of Operations to Make Elements in Array Distinct,"You are given an integer array nums . You need to ensure that the elements in the array are distinct . To achieve this, you can perform the following operation any number of times: Remove 3 elements from the beginning of the array. If the array has fewer than 3 elements, remove all remaining elements. Note that an empty array is considered to have distinct elements. Return the minimum number of operations needed to make the elements in the array distinct. Example 1: Input: nums = [1,2,3,4,2,3,3,5,7] Output: 2 Explanation: In the first operation, the first 3 elements are removed, resulting in the array [4, 2, 3, 3, 5, 7] . In the second operation, the next 3 elements are removed, resulting in the array [3, 5, 7] , which has distinct elements. Therefore, the answer is 2. Example 2: Input: nums = [4,5,6,4,4] Output: 2 Explanation: In the first operation, the first 3 elements are removed, resulting in the array [4, 4] . In the second operation, all remaining elements are removed, resulting in an empty array. Therefore, the answer is 2. Example 3: Input: nums = [6,7,8,9] Output: 0 Explanation: The array already contains distinct elements. Therefore, the answer is 0. Constraints: 1 <= nums.length <= 100 1 <= nums[i] <= 100",https://leetcode.ca/2025-01-09-3396-Minimum-Number-of-Operations-to-Make-Elements-in-Array-Distinct
3397,Maximum Number of Distinct Elements After Operations,"You are given an integer array nums and an integer k . You are allowed to perform the following operation on each element of the array at most once : Add an integer in the range [-k, k] to the element. Return the maximum possible number of distinct elements in nums after performing the operations . Example 1: Input: nums = [1,2,2,3,3,4], k = 2 Output: 6 Explanation: nums changes to [-1, 0, 1, 2, 3, 4] after performing operations on the first four elements. Example 2: Input: nums = [4,4,4,4], k = 1 Output: 3 Explanation: By adding -1 to nums[0] and 1 to nums[1] , nums changes to [3, 5, 4, 4] . Constraints: 1 <= nums.length <= 10 5 1 <= nums[i] <= 10 9 0 <= k <= 10 9",https://leetcode.ca/2025-01-10-3397-Maximum-Number-of-Distinct-Elements-After-Operations
3398,Smallest Substring With Identical Characters I,"You are given a binary string s of length n and an integer numOps . You are allowed to perform the following operation on s at most numOps times: Select any index i (where 0 <= i < n ) and flip s[i] . If s[i] == '1' , change s[i] to '0' and vice versa. You need to minimize the length of the longest substring of s such that all the characters in the substring are identical . Return the minimum length after the operations. Example 1: Input: s = ""000001"", numOps = 1 Output: 2 Explanation: By changing s[2] to '1' , s becomes ""001001"" . The longest substrings with identical characters are s[0..1] and s[3..4] . Example 2: Input: s = ""0000"", numOps = 2 Output: 1 Explanation: By changing s[0] and s[2] to '1' , s becomes ""1010"" . Example 3: Input: s = ""0101"", numOps = 0 Output: 1 Constraints: 1 <= n == s.length <= 1000 s consists only of '0' and '1' . 0 <= numOps <= n",https://leetcode.ca/2025-01-11-3398-Smallest-Substring-With-Identical-Characters-I
3399,Smallest Substring With Identical Characters II,"You are given a binary string s of length n and an integer numOps . You are allowed to perform the following operation on s at most numOps times: Select any index i (where 0 <= i < n ) and flip s[i] . If s[i] == '1' , change s[i] to '0' and vice versa. You need to minimize the length of the longest substring of s such that all the characters in the substring are identical . Return the minimum length after the operations. Example 1: Input: s = ""000001"", numOps = 1 Output: 2 Explanation: By changing s[2] to '1' , s becomes ""001001"" . The longest substrings with identical characters are s[0..1] and s[3..4] . Example 2: Input: s = ""0000"", numOps = 2 Output: 1 Explanation: By changing s[0] and s[2] to '1' , s becomes ""1010"" . Example 3: Input: s = ""0101"", numOps = 0 Output: 1 Constraints: 1 <= n == s.length <= 10 5 s consists only of '0' and '1' . 0 <= numOps <= n",https://leetcode.ca/2025-01-12-3399-Smallest-Substring-With-Identical-Characters-II
3400,Maximum Number of Matching Indices After Right Shifts,"You are given two integer arrays, nums1 and nums2 , of the same length. An index i is considered matching if nums1[i] == nums2[i] . Return the maximum number of matching indices after performing any number of right shifts on nums1 . A right shift is defined as shifting the element at index i to index (i + 1) % n , for all indices. Example 1: Input: nums1 = [3,1,2,3,1,2], nums2 = [1,2,3,1,2,3] Output: 6 Explanation: If we right shift nums1 2 times, it becomes [1, 2, 3, 1, 2, 3] . Every index matches, so the output is 6. Example 2: Input: nums1 = [1,4,2,5,3,1], nums2 = [2,3,1,2,4,6] Output: 3 Explanation: If we right shift nums1 3 times, it becomes [5, 3, 1, 1, 4, 2] . Indices 1, 2, and 4 match, so the output is 3. Constraints: nums1.length == nums2.length 1 <= nums1.length, nums2.length <= 3000 1 <= nums1[i], nums2[i] <= 10 9",https://leetcode.ca/2025-01-13-3400-Maximum-Number-of-Matching-Indices-After-Right-Shifts
3401,Find Circular Gift Exchange Chains,"Table: SecretSanta +-++ \| Column Name \| Type \| +-++ \| giver_id \| int \| \| receiver_id \| int \| \| gift_value \| int \| +-++ (giver_id, receiver_id) is the unique key for this table. Each row represents a record of a gift exchange between two employees, giver_id represents the employee who gives a gift, receiver_id represents the employee who receives the gift and gift_value represents the value of the gift given. Write a solution to find the total gift value and length of circular chains of Secret Santa gift exchanges: A circular chain is defined as a series of exchanges where: Each employee gives a gift to exactly one other employee. Each employee receives a gift from exactly one other employee. The exchanges form a continuous loop (e.g., employee A gives a gift to B, B gives to C, and C gives back to A). Return the result ordered by the chain length and total gift value of the chain in descending order . The result format is in the following example. Example: Input: SecretSanta table: +-+-++ \| 1 \| 2 \| 20 \| \| 2 \| 3 \| 30 \| \| 3 \| 1 \| 40 \| \| 4 \| 5 \| 25 \| \| 5 \| 4 \| 35 \| +-+--++ \| chain_id \| chain_length \| total_gift_value \| +-+--++ Explanation: Chain 1 involves employees 1, 2, and 3: Employee 1 gives a gift to 2, employee 2 gives a gift to 3, and employee 3 gives a gift to 1. Total gift value for this chain = 20 + 30 + 40 = 90. Chain 2 involves employees 4 and 5: Employee 4 gives a gift to 5, and employee 5 gives a gift to 4. Total gift value for this chain = 25 + 35 = 60. The result table is ordered by the chain length and total gift value of the chain in descending order.",https://leetcode.ca/2025-01-14-3401-Find-Circular-Gift-Exchange-Chains
3402,Minimum Operations to Make Columns Strictly Increasing,"You are given a m x n matrix grid consisting of non-negative integers. In one operation, you can increment the value of any grid[i][j] by 1. Return the minimum number of operations needed to make all columns of grid strictly increasing . Example 1: Input: grid = [[3,2],[1,3],[3,4],[0,1]] Output: 15 Explanation: To make the 0 th column strictly increasing, we can apply 3 operations on grid[1][0] , 2 operations on grid[2][0] , and 6 operations on grid[3][0] . To make the 1 st column strictly increasing, we can apply 4 operations on grid[3][1] . Example 2: Input: grid = [[3,2,1],[2,1,0],[1,2,3]] Output: 12 Explanation: To make the 0 th column strictly increasing, we can apply 2 operations on grid[1][0] , and 4 operations on grid[2][0] . To make the 1 st column strictly increasing, we can apply 2 operations on grid[1][1] , and 2 operations on grid[2][1] . To make the 2 nd column strictly increasing, we can apply 2 operations on grid[1][2] . Constraints: m == grid.length n == grid[i].length 1 <= m, n <= 50 0 <= grid[i][j] < 2500",https://leetcode.ca/2025-01-15-3402-Minimum-Operations-to-Make-Columns-Strictly-Increasing
3403,Find the Lexicographically Largest String From the Box I,"You are given a string word , and an integer numFriends . Alice is organizing a game for her numFriends friends. There are multiple rounds in the game, where in each round: word is split into numFriends non-empty strings, such that no previous round has had the exact same split. All the split words are put into a box. Find the lexicographically largest string from the box after all the rounds are finished. Example 1: Input: word = ""dbca"", numFriends = 2 Output: ""dbc"" Explanation: All possible splits are: ""d"" and ""bca"" . ""db"" and ""ca"" . ""dbc"" and ""a"" . Example 2: Input: word = ""gggg"", numFriends = 4 Output: ""g"" Explanation: The only possible split is: ""g"" , ""g"" , ""g"" , and ""g"" . Constraints: 1 <= word.length <= 5 * 10 3 word consists only of lowercase English letters. 1 <= numFriends <= word.length",https://leetcode.ca/2025-01-16-3403-Find-the-Lexicographically-Largest-String-From-the-Box-I
3404,Count Special Subsequences,"You are given an array nums consisting of positive integers. A special subsequence is defined as a subsequence of length 4, represented by indices (p, q, r, s) , where p < q < r < s . This subsequence must satisfy the following conditions: nums[p] * nums[r] == nums[q] * nums[s] There must be at least one element between each pair of indices. In other words, q - p > 1 , r - q > 1 and s - r > 1 . Return the number of different special subsequences in nums . Example 1: Input: nums = [1,2,3,4,3,6,1] Output: 1 Explanation: There is one special subsequence in nums . (p, q, r, s) = (0, 2, 4, 6) : This corresponds to elements (1, 3, 3, 1) . nums[p] * nums[r] = nums[0] * nums[4] = 1 * 3 = 3 nums[q] * nums[s] = nums[2] * nums[6] = 3 * 1 = 3 Example 2: Input: nums = [3,4,3,4,3,4,3,4] Output: 3 Explanation: There are three special subsequences in nums . (p, q, r, s) = (0, 2, 4, 6) : This corresponds to elements (3, 3, 3, 3) . nums[p] * nums[r] = nums[0] * nums[4] = 3 * 3 = 9 nums[q] * nums[s] = nums[2] * nums[6] = 3 * 3 = 9 (p, q, r, s) = (1, 3, 5, 7) : This corresponds to elements (4, 4, 4, 4) . nums[p] * nums[r] = nums[1] * nums[5] = 4 * 4 = 16 nums[q] * nums[s] = nums[3] * nums[7] = 4 * 4 = 16 (p, q, r, s) = (0, 2, 5, 7) : This corresponds to elements (3, 3, 4, 4) . nums[p] * nums[r] = nums[0] * nums[5] = 3 * 4 = 12 nums[q] * nums[s] = nums[2] * nums[7] = 3 * 4 = 12 Constraints: 7 <= nums.length <= 1000 1 <= nums[i] <= 1000",https://leetcode.ca/2025-01-17-3404-Count-Special-Subsequences
3405,Count the Number of Arrays with K Matching Adjacent Elements,"You are given three integers n , m , k . A good array arr of size n is defined as follows: Each element in arr is in the inclusive range [1, m] . Exactly k indices i (where 1 <= i < n ) satisfy the condition arr[i - 1] == arr[i] . Return the number of good arrays that can be formed. Since the answer may be very large, return it modulo 10 9 + 7 . Example 1: Input: n = 3, m = 2, k = 1 Output: 4 Explanation: There are 4 good arrays. They are [1, 1, 2] , [1, 2, 2] , [2, 1, 1] and [2, 2, 1] . Hence, the answer is 4. Example 2: Input: n = 4, m = 2, k = 2 Output: 6 Explanation: The good arrays are [1, 1, 1, 2] , [1, 1, 2, 2] , [1, 2, 2, 2] , [2, 1, 1, 1] , [2, 2, 1, 1] and [2, 2, 2, 1] . Hence, the answer is 6. Example 3: Input: n = 5, m = 2, k = 0 Output: 2 Explanation: The good arrays are [1, 2, 1, 2, 1] and [2, 1, 2, 1, 2] . Hence, the answer is 2. Constraints: 1 <= n <= 10 5 1 <= m <= 10 5 0 <= k <= n - 1",https://leetcode.ca/2025-01-18-3405-Count-the-Number-of-Arrays-with-K-Matching-Adjacent-Elements
3406,Find the Lexicographically Largest String From the Box II,"You are given a string word , and an integer numFriends . Alice is organizing a game for her numFriends friends. There are multiple rounds in the game, where in each round: word is split into numFriends non-empty strings, such that no previous round has had the exact same split. All the split words are put into a box. Find the lexicographically largest string from the box after all the rounds are finished. A string a is lexicographically smaller than a string b if in the first position where a and b differ, string a has a letter that appears earlier in the alphabet than the corresponding letter in b . If the first min(a.length, b.length) characters do not differ, then the shorter string is the lexicographically smaller one. Example 1: Input: word = ""dbca"", numFriends = 2 Output: ""dbc"" Explanation: All possible splits are: ""d"" and ""bca"" . ""db"" and ""ca"" . ""dbc"" and ""a"" . Example 2: Input: word = ""gggg"", numFriends = 4 Output: ""g"" Explanation: The only possible split is: ""g"" , ""g"" , ""g"" , and ""g"" . Constraints: 1 <= word.length <= 2 * 10 5 word consists only of lowercase English letters. 1 <= numFriends <= word.length",https://leetcode.ca/2025-01-19-3406-Find-the-Lexicographically-Largest-String-From-the-Box-II
3407,Substring Matching Pattern,"You are given a string s and a pattern string p , where p contains exactly one '*' character. The '*' in p can be replaced with any sequence of zero or more characters. Return true if p can be made a substring of s , and false otherwise. Example 1: Input: s = ""leetcode"", p = ""ee*e"" Output: true Explanation: By replacing the '*' with ""tcod"" , the substring ""eetcode"" matches the pattern. Example 2: Input: s = ""car"", p = ""c*v"" Output: false Explanation: There is no substring matching the pattern. Example 3: Input: s = ""luck"", p = ""u*"" Output: true Explanation: The substrings ""u"" , ""uc"" , and ""uck"" match the pattern. Constraints: 1 <= s.length <= 50 1 <= p.length <= 50 s contains only lowercase English letters. p contains only lowercase English letters and exactly one '*'",https://leetcode.ca/2025-01-20-3407-Substring-Matching-Pattern
3408,Design Task Manager,"There is a task management system that allows users to manage their tasks, each associated with a priority. The system should efficiently handle adding, modifying, executing, and removing tasks. Implement the TaskManager class: TaskManager(vector<vector<int>>& tasks) initializes the task manager with a list of user-task-priority triples. Each element in the input list is of the form [userId, taskId, priority] , which adds a task to the specified user with the given priority. void add(int userId, int taskId, int priority) adds a task with the specified taskId and priority to the user with userId . It is guaranteed that taskId does not exist in the system. void edit(int taskId, int newPriority) updates the priority of the existing taskId to newPriority . It is guaranteed that taskId exists in the system. void rmv(int taskId) removes the task identified by taskId from the system. It is guaranteed that taskId exists in the system. int execTop() executes the task with the highest priority across all users. If there are multiple tasks with the same highest priority, execute the one with the highest taskId . After executing, the taskId is removed from the system. Return the userId associated with the executed task. If no tasks are available, return -1. Note that a user may be assigned multiple tasks. Example 1: Input: [""TaskManager"", ""add"", ""edit"", ""execTop"", ""rmv"", ""add"", ""execTop""] [[[[1, 101, 10], [2, 102, 20], [3, 103, 15]]], [4, 104, 5], [102, 8], [], [101], [5, 105, 15], []] Output: [null, null, null, 3, null, null, 5] Explanation TaskManager taskManager = new TaskManager([[1, 101, 10], [2, 102, 20], [3, 103, 15]]); // Initializes with three tasks for Users 1, 2, and 3. taskManager.add(4, 104, 5); // Adds task 104 with priority 5 for User 4. taskManager.edit(102, 8); // Updates priority of task 102 to 8. taskManager.execTop(); // return 3. Executes task 103 for User 3. taskManager.rmv(101); // Removes task 101 from the system. taskManager.add(5, 105, 15); // Adds task 105 with priority 15 for User 5. taskManager.execTop(); // return 5. Executes task 105 for User 5. Constraints: 1 <= tasks.length <= 10 5 0 <= userId <= 10 5 0 <= taskId <= 10 5 0 <= priority <= 10 9 0 <= newPriority <= 10 9 At most 2 * 10 5 calls will be made in total to add , edit , rmv , and execTop methods. The input is generated such that taskId will be valid.",https://leetcode.ca/2025-01-21-3408-Design-Task-Manager
3409,Longest Subsequence With Decreasing Adjacent Difference,"You are given an array of integers nums . Your task is to find the length of the longest subsequence seq of nums , such that the absolute differences between consecutive elements form a non-increasing sequence of integers. In other words, for a subsequence seq 0 , seq 1 , seq 2 , ..., seq m of nums , \|seq 1 - seq 0 \| >= \|seq 2 - seq 1 \| >= ... >= \|seq m - seq m - 1 \| . Return the length of such a subsequence. Example 1: Input: nums = [16,6,3] Output: 3 Explanation: The longest subsequence is [16, 6, 3] with the absolute adjacent differences [10, 3] . Example 2: Input: nums = [6,5,3,4,2,1] Output: 4 Explanation: The longest subsequence is [6, 4, 2, 1] with the absolute adjacent differences [2, 2, 1] . Example 3: Input: nums = [10,20,10,19,10,20] Output: 5 Explanation: The longest subsequence is [10, 20, 10, 19, 10] with the absolute adjacent differences [10, 10, 9, 9] . Constraints: 2 <= nums.length <= 10 4 1 <= nums[i] <= 300",https://leetcode.ca/2025-01-22-3409-Longest-Subsequence-With-Decreasing-Adjacent-Difference
3410,Maximize Subarray Sum After Removing All Occurrences of One Element,"You are given an integer array nums . You can do the following operation on the array at most once: Choose any integer x such that nums remains non-empty on removing all occurrences of x . Remove all occurrences of x from the array. Return the maximum subarray sum across all possible resulting arrays. Example 1: Input: nums = [-3,2,-2,-1,3,-2,3] Output: 7 Explanation: We can have the following arrays after at most one operation: The original array is nums = [ -3, 2, -2, -1, 3, -2, 3 ] . The maximum subarray sum is 3 + (-2) + 3 = 4 . Deleting all occurences of x = -3 results in nums = [2, -2, -1, 3, -2, 3 ] . The maximum subarray sum is 3 + (-2) + 3 = 4 . Deleting all occurences of x = -2 results in nums = [ -3, 2, -1, 3, 3 ] . The maximum subarray sum is 2 + (-1) + 3 + 3 = 7 . Deleting all occurences of x = -1 results in nums = [ -3, 2, -2, 3, -2, 3 ] . The maximum subarray sum is 3 + (-2) + 3 = 4 . Deleting all occurences of x = 3 results in nums = [ -3, 2 , -2, -1, -2 ] . The maximum subarray sum is 2. The output is max(4, 4, 7, 4, 2) = 7 . Example 2: Input: nums = [1,2,3,4] Output: 10 Explanation: It is optimal to not perform any operations. Constraints: 1 <= nums.length <= 10 5 -10 6 <= nums[i] <= 10 6",https://leetcode.ca/2025-01-23-3410-Maximize-Subarray-Sum-After-Removing-All-Occurrences-of-One-Element
3411,Maximum Subarray With Equal Products,"You are given an array of positive integers nums . An array arr is called product equivalent if prod(arr) == lcm(arr) * gcd(arr) , where: prod(arr) is the product of all elements of arr . gcd(arr) is the GCD of all elements of arr . lcm(arr) is the LCM of all elements of arr . Return the length of the longest product equivalent subarray of nums . Example 1: Input: nums = [1,2,1,2,1,1,1] Output: 5 Explanation: The longest product equivalent subarray is [1, 2, 1, 1, 1] , where prod([1, 2, 1, 1, 1]) = 2 , gcd([1, 2, 1, 1, 1]) = 1 , and lcm([1, 2, 1, 1, 1]) = 2 . Example 2: Input: nums = [2,3,4,5,6] Output: 3 Explanation: The longest product equivalent subarray is [3, 4, 5]. Example 3: Input: nums = [1,2,3,1,4,5,1] Output: 5 Constraints: 2 <= nums.length <= 100 1 <= nums[i] <= 10",https://leetcode.ca/2025-01-24-3411-Maximum-Subarray-With-Equal-Products
3412,Find Mirror Score of a String,"You are given a string s . We define the mirror of a letter in the English alphabet as its corresponding letter when the alphabet is reversed. For example, the mirror of 'a' is 'z' , and the mirror of 'y' is 'b' . Initially, all characters in the string s are unmarked . You start with a score of 0, and you perform the following process on the string s : Iterate through the string from left to right. At each index i , find the closest unmarked index j such that j < i and s[j] is the mirror of s[i] . Then, mark both indices i and j , and add the value i - j to the total score. If no such index j exists for the index i , move on to the next index without making any changes. Return the total score at the end of the process. Example 1: Input: s = ""aczzx"" Output: 5 Explanation: i = 0 . There is no index j that satisfies the conditions, so we skip. i = 1 . There is no index j that satisfies the conditions, so we skip. i = 2 . The closest index j that satisfies the conditions is j = 0 , so we mark both indices 0 and 2, and then add 2 - 0 = 2 to the score. i = 3 . There is no index j that satisfies the conditions, so we skip. i = 4 . The closest index j that satisfies the conditions is j = 1 , so we mark both indices 1 and 4, and then add 4 - 1 = 3 to the score. Example 2: Input: s = ""abcdef"" Output: 0 Explanation: For each index i , there is no index j that satisfies the conditions. Constraints: 1 <= s.length <= 10 5 s consists only of lowercase English letters.",https://leetcode.ca/2025-01-25-3412-Find-Mirror-Score-of-a-String
3413,Maximum Coins From K Consecutive Bags,"There are an infinite amount of bags on a number line, one bag for each coordinate. Some of these bags contain coins. You are given a 2D array coins , where coins[i] = [l i , r i , c i ] denotes that every bag from l i to r i contains c i coins. The segments that coins contain are non-overlapping. You are also given an integer k . Return the maximum amount of coins you can obtain by collecting k consecutive bags. Example 1: Input: coins = [[8,10,1],[1,3,2],[5,6,4]], k = 4 Output: 10 Explanation: Selecting bags at positions [3, 4, 5, 6] gives the maximum number of coins: 2 + 0 + 4 + 4 = 10 . Example 2: Input: coins = [[1,10,3]], k = 2 Output: 6 Explanation: Selecting bags at positions [1, 2] gives the maximum number of coins: 3 + 3 = 6 . Constraints: 1 <= coins.length <= 10 5 1 <= k <= 10 9 coins[i] == [l i , r i , c i ] 1 <= l i <= r i <= 10 9 1 <= c i <= 1000 The given segments are non-overlapping.",https://leetcode.ca/2025-01-26-3413-Maximum-Coins-From-K-Consecutive-Bags
3414,Maximum Score of Non-overlapping Intervals,"You are given a 2D integer array intervals , where intervals[i] = [l i , r i , weight i ] . Interval i starts at position l i and ends at r i , and has a weight of weight i . You can choose up to 4 non-overlapping intervals. The score of the chosen intervals is defined as the total sum of their weights. Return the lexicographically smallest array of at most 4 indices from intervals with maximum score, representing your choice of non-overlapping intervals. Two intervals are said to be non-overlapping if they do not share any points. In particular, intervals sharing a left or right boundary are considered overlapping. Example 1: Input: intervals = [[1,3,2],[4,5,2],[1,5,5],[6,9,3],[6,7,1],[8,9,1]] Output: [2,3] Explanation: You can choose the intervals with indices 2, and 3 with respective weights of 5, and 3. Example 2: Input: intervals = [[5,8,1],[6,7,7],[4,7,3],[9,10,6],[7,8,2],[11,14,3],[3,5,5]] Output: [1,3,5,6] Explanation: You can choose the intervals with indices 1, 3, 5, and 6 with respective weights of 7, 6, 3, and 5. Constraints: 1 <= intevals.length <= 5 * 10 4 intervals[i].length == 3 intervals[i] = [l i , r i , weight i ] 1 <= l i <= r i <= 10 9 1 <= weight i <= 10 9",https://leetcode.ca/2025-01-27-3414-Maximum-Score-of-Non-overlapping-Intervals
3415,Find Products with Three Consecutive Digits,"Table: Products +-++ \| product_id \| int \| \| name \| varchar \| +-+-----+ Explanation: Product 1: ABC123XYZ contains the digits 123. Product 5: 789Product contains the digits 789. Product 6: Item003Description contains 003, which is exactly three digits. Note: Results are ordered by product_id in ascending order. Only products with exactly three consecutive digits in their names are included in the result. </div>",https://leetcode.ca/2025-01-28-3415-Find-Products-with-Three-Consecutive-Digits
3416,Subsequences with a Unique Middle Mode II,"Given an integer array nums , find the number of subsequences of size 5 of nums with a unique middle mode . Since the answer may be very large, return it modulo 10 9 + 7 . A mode of a sequence of numbers is defined as the element that appears the maximum number of times in the sequence. A sequence of numbers contains a unique mode if it has only one mode. A sequence of numbers seq of size 5 contains a unique middle mode if the middle element ( seq[2] ) is a unique mode . Example 1: Input: nums = [1,1,1,1,1,1] Output: 6 Explanation: [1, 1, 1, 1, 1] is the only subsequence of size 5 that can be formed from this list, and it has a unique middle mode of 1. Example 2: Input: nums = [1,2,2,3,3,4] Output: 4 Explanation: [1, 2, 2, 3, 4] and [1, 2, 3, 3, 4] have unique middle modes because the number at index 2 has the greatest frequency in the subsequence. [1, 2, 2, 3, 3] does not have a unique middle mode because 2 and 3 both appear twice in the subsequence. Example 3: Input: nums = [0,1,2,3,4,5,6,7,8] Output: 0 Explanation: There does not exist a subsequence of length 5 with a unique middle mode. Constraints: 5 <= nums.length <= 10 5 -10 9 <= nums[i] <= 10 9",https://leetcode.ca/2025-01-29-3416-Subsequences-with-a-Unique-Middle-Mode-II
3417,Zigzag Grid Traversal With Skip,"You are given an m x n 2D array grid of positive integers. Your task is to traverse grid in a zigzag pattern while skipping every alternate cell. Zigzag pattern traversal is defined as following the below actions: Start at the top-left cell (0, 0) . Move right within a row until the end of the row is reached. Drop down to the next row, then traverse left until the beginning of the row is reached. Continue alternating between right and left traversal until every row has been traversed. Note that you must skip every alternate cell during the traversal. Return an array of integers result containing, in order , the value of the cells visited during the zigzag traversal with skips. Example 1: Input: grid = [[1,2],[3,4]] Output: [1,4] Explanation: Example 2: Input: grid = [[2,1],[2,1],[2,1]] Output: [2,1,2] Explanation: Example 3: Input: grid = [[1,2,3],[4,5,6],[7,8,9]] Output: [1,3,5,7,9] Explanation: Constraints: 2 <= n == grid.length <= 50 2 <= m == grid[i].length <= 50 1 <= grid[i][j] <= 2500",https://leetcode.ca/2025-01-30-3417-Zigzag-Grid-Traversal-With-Skip
3418,Maximum Amount of Money Robot Can Earn,"You are given an m x n grid. A robot starts at the top-left corner of the grid (0, 0) and wants to reach the bottom-right corner (m - 1, n - 1) . The robot can move either right or down at any point in time. The grid contains a value coins[i][j] in each cell: If coins[i][j] >= 0 , the robot gains that many coins. If coins[i][j] < 0 , the robot encounters a robber, and the robber steals the absolute value of coins[i][j] coins. The robot has a special ability to neutralize robbers in at most 2 cells on its path, preventing them from stealing coins in those cells. Note: The robot's total coins can be negative. Return the maximum profit the robot can gain on the route. Example 1: Input: coins = [[0,1,-1],[1,-2,3],[2,-3,4]] Output: 8 Explanation: An optimal path for maximum coins is: Start at (0, 0) with 0 coins (total coins = 0 ). Move to (0, 1) , gaining 1 coin (total coins = 0 + 1 = 1 ). Move to (1, 1) , where there's a robber stealing 2 coins. The robot uses one neutralization here, avoiding the robbery (total coins = 1 ). Move to (1, 2) , gaining 3 coins (total coins = 1 + 3 = 4 ). Move to (2, 2) , gaining 4 coins (total coins = 4 + 4 = 8 ). Example 2: Input: coins = [[10,10,10],[10,10,10]] Output: 40 Explanation: An optimal path for maximum coins is: Start at (0, 0) with 10 coins (total coins = 10 ). Move to (0, 1) , gaining 10 coins (total coins = 10 + 10 = 20 ). Move to (0, 2) , gaining another 10 coins (total coins = 20 + 10 = 30 ). Move to (1, 2) , gaining the final 10 coins (total coins = 30 + 10 = 40 ). Constraints: m == coins.length n == coins[i].length 1 <= m, n <= 500 -1000 <= coins[i][j] <= 1000",https://leetcode.ca/2025-01-31-3418-Maximum-Amount-of-Money-Robot-Can-Earn
3419,Minimize the Maximum Edge Weight of Graph,"You are given two integers, n and threshold , as well as a directed weighted graph of n nodes numbered from 0 to n - 1 . The graph is represented by a 2D integer array edges , where edges[i] = [A i , B i , W i ] indicates that there is an edge going from node A i to node B i with weight W i . You have to remove some edges from this graph (possibly none ), so that it satisfies the following conditions: Node 0 must be reachable from all other nodes. The maximum edge weight in the resulting graph is minimized . Each node has at most threshold outgoing edges. Return the minimum possible value of the maximum edge weight after removing the necessary edges. If it is impossible for all conditions to be satisfied, return -1. Example 1: Input: n = 5, edges = [[1,0,1],[2,0,2],[3,0,1],[4,3,1],[2,1,1]], threshold = 2 Output: 1 Explanation: Remove the edge 2 -> 0 . The maximum weight among the remaining edges is 1. Example 2: Input: n = 5, edges = [[0,1,1],[0,2,2],[0,3,1],[0,4,1],[1,2,1],[1,4,1]], threshold = 1 Output: -1 Explanation: It is impossible to reach node 0 from node 2. Example 3: Input: n = 5, edges = [[1,2,1],[1,3,3],[1,4,5],[2,3,2],[3,4,2],[4,0,1]], threshold = 1 Output: 2 Explanation: Remove the edges 1 -> 3 and 1 -> 4 . The maximum weight among the remaining edges is 2. Example 4: Input: n = 5, edges = [[1,2,1],[1,3,3],[1,4,5],[2,3,2],[4,0,1]], threshold = 1 Output: -1 Constraints: 2 <= n <= 10 5 1 <= threshold <= n - 1 1 <= edges.length <= min(10 5 , n * (n - 1) / 2). edges[i].length == 3 0 <= A i , B i < n A i != B i 1 <= W i <= 10 6 There may be multiple edges between a pair of nodes, but they must have unique weights.",https://leetcode.ca/2025-02-01-3419-Minimize-the-Maximum-Edge-Weight-of-Graph
3420,Count Non-Decreasing Subarrays After K Operations,"You are given an array nums of n integers and an integer k . For each subarray of nums , you can apply up to k operations on it. In each operation, you increment any element of the subarray by 1. Note that each subarray is considered independently, meaning changes made to one subarray do not persist to another. Return the number of subarrays that you can make non-decreasing âââââafter performing at most k operations. An array is said to be non-decreasing if each element is greater than or equal to its previous element, if it exists. Example 1: Input: nums = [6,3,1,2,4,4], k = 7 Output: 17 Explanation: Out of all 21 possible subarrays of nums , only the subarrays [6, 3, 1] , [6, 3, 1, 2] , [6, 3, 1, 2, 4] and [6, 3, 1, 2, 4, 4] cannot be made non-decreasing after applying up to k = 7 operations. Thus, the number of non-decreasing subarrays is 21 - 4 = 17 . Example 2: Input: nums = [6,3,1,3,6], k = 4 Output: 12 Explanation: The subarray [3, 1, 3, 6] along with all subarrays of nums with three or fewer elements, except [6, 3, 1] , can be made non-decreasing after k operations. There are 5 subarrays of a single element, 4 subarrays of two elements, and 2 subarrays of three elements except [6, 3, 1] , so there are 1 + 5 + 4 + 2 = 12 subarrays that can be made non-decreasing. Constraints: 1 <= nums.length <= 10 5 1 <= nums[i] <= 10 9 1 <= k <= 10 9",https://leetcode.ca/2025-02-02-3420-Count-Non-Decreasing-Subarrays-After-K-Operations
3421,Find Students Who Improved,"Table: Scores +-++ \| student_id \| int \| \| subject \| varchar \| \| score \| int \| \| exam_date \| varchar \| +-+-+-++ \| student_id \| subject \| score \| exam_date \| ++-+-++ Output: ++-+-+--+ \| 101 \| Math \| 70 \| 85 \| \| 102 \| Math \| 80 \| 85 \| \| 104 \| Physics \| 75 \| 85 \| ++-----+ Explanation: Student 101 in Math: Improved from 70 to 85 Student 101 in Physics: No improvement (dropped from 65 to 60) Student 102 in Math: Improved from 80 to 85 Student 103 in Math: Only one exam, not eligible Student 104 in Physics: Improved from 75 to 85 Result table is ordered by student_id, subject. </div>",https://leetcode.ca/2025-02-03-3421-Find-Students-Who-Improved
